"Wavelength" "min195" "min120" "min90" "min60" "min30" "min15" "min5" "min0"
199.408 -0.348574190430159 -0.171019045749067 -0.169882259819927 0.302272274267491 0.372007549418893 0.648389646314958 1.33526705341068 1.191460426768
200.004 -0.00251329144514258 -0.0468289809542509 0.0491738399129316 0.367849312338051 0.448991755239893 1.70924718435092 2.09371874374875 2.08464090586893
200.6 -0.295795070082165 -0.370312193206362 0.0298802809933709 0.483356587602153 0.86858051057912 0.922446156885991 1.02600520104021 1.08573004936121
201.196 0.426389560173997 0.343903396819164 0.971504897595726 0.785230217261312 1.29581801927089 1.79322268326418 2.20874174834967 1.57206968460025
201.792 -0.287385210246496 -0.113783624582761 0.145938458494113 0.265098664540562 0.538889440746995 1.17210037541988 1.70274054810962 1.7600124657321
202.388 -0.569357177380377 -0.668859218535244 -0.215889977243495 0.536276659358182 0.0297010032780371 0.433313574392413 1.30696139227846 0.876078369446221
202.984 -0.295118414693088 -0.0580208128804241 -0.0844958939348966 0.377616105242177 1.20919837091487 2.72772179411184 0.847269453890778 1.88704972527791
203.58 -0.13291445142581 0.134400157078343 -0.190758879984169 0.366254733904724 1.0457931856561 1.10887176447342 1.54690938187638 1.25417502325264
204.176 -0.0977283711938134 0.191865040251325 0.470861778965074 0.388279848515049 1.2151584384623 1.15372456036356 1.81566313262653 1.97328229544428
204.772 0.395746737554374 0.0795209110543884 0.129613139408331 0.460135539166833 0.947352736664349 1.80290456431535 1.6378275655131 1.54201894045136
205.368 -0.0136297728371194 -0.0906145690162969 0.0550113782526961 0.429539565477377 0.905731598291447 1.13762102351314 1.50950190038008 1.37397598320407
205.964 0.00927984533591108 -0.0709797761633614 0.0792520035618878 0.406916483954554 0.938313300884077 1.16409800434697 1.51160232046409 1.37246842078857
206.56 0.00193330111164816 -0.0651875122717455 0.079449886217473 0.412397847319115 0.963146915665044 1.12863070539419 1.48529705941188 1.3351813770453
207.155 -0.00280328661188979 -0.0437855880620459 0.071138814682893 0.376320510265099 0.986192510181782 1.15747875913851 1.49379875975195 1.35387515099745
207.751 -0.00589656839052682 -0.0659729039858629 0.0223607400811319 0.353298784133945 0.947352736664349 1.12823552657578 1.45239047809562 1.32794507745092
208.347 0.0180763653939101 -0.0838405654820342 0.0100920154348471 0.33436316523819 0.954405483262144 1.08842126062043 1.43528705741148 1.31005533678703
208.943 0.035862735621073 -0.0332809738857255 0.0334421687939052 0.349013354594379 0.983609814244561 1.13129816241849 1.43908781756351 1.349452967912
209.538 0.0431126147897535 -0.0397604555271942 0.0739091718610864 0.368546940402631 0.961060892023443 1.04317328591188 1.47089417883577 1.3366889394608
210.134 0.0551957467375544 -0.0575299430591007 0.0889482536855644 0.38489136934423 0.94377669613589 1.05532503457815 1.48099619923985 1.34010608093592
210.73 0.0323827936201064 -0.0592970744158649 0.0439299495399228 0.383296790910903 0.929869871858548 1.04001185536455 1.49109821964393 1.30372357464195
211.325 -0.00376993716771385 -0.105340663655998 0.00969625012367664 0.363962527406817 0.917751067845436 0.941513534874531 1.45539107821564 1.25608460231227
211.921 -0.030159497341711 -0.104457097977616 0.0357178193331354 0.368546940402631 0.941690672494288 1.01452282157676 1.46169233846769 1.27116022646723
212.516 -0.0413726437892702 -0.117612409189083 0.0328485208271495 0.369643213075543 0.970795669017582 1.025686623197 1.47059411882376 1.22864696635024
213.112 0.00860318994683424 -0.0640094247005694 0.0384881765113288 0.42794498704405 0.988576537200755 1.09760916814859 1.47709541908382 1.27528089706959
213.707 0.0247462542290962 -0.0399568034557235 0.0731176412387454 0.467510464420969 0.982914473030694 1.10245010867417 1.50950190038008 1.27377333465409
214.303 -0.00347994200096664 -0.056842725309248 0.0793509448896804 0.454056208889775 0.926889838084832 1.12161628136732 1.52860572114423 1.23839586997045
214.898 0.0101498308361528 -0.0433928922049872 0.115563470861779 0.459637233406418 0.916956392172445 1.11035368504248 1.5244048809762 1.23960191990285
215.494 0.0113098115031416 -0.0277832318869036 0.112496289700208 0.441997209487742 0.885566703089302 1.15639201738787 1.52150430086017 1.30121097061612
216.089 -0.0168197196713388 -0.0334773218142549 0.101118037004057 0.398744269483755 0.879904638919241 1.18227622999407 1.53300660132026 1.28904996713112
216.684 -0.0250362493958434 -0.0471235028470449 0.0965667359255961 0.443392465616903 0.8747392470448 1.15836791147994 1.52710542108422 1.27698946780715
217.28 -0.0506524891251812 -0.0238562733163165 0.093994261402988 0.4439904325294 0.860931757226582 1.15026674570243 1.49299859971994 1.29618576256447
217.875 -0.0466892218463025 -0.031612016493226 0.110715345799941 0.418875822204505 0.864706466673289 1.12062833432128 1.46779355871174 1.31849768631381
218.47 -0.0609956500724988 -0.0411348910268997 0.0887503710299792 0.429240582021128 0.869573855170359 1.14473424224462 1.47079415883177 1.32925163154435
219.066 -0.0231996133397777 -0.0451600235617514 0.085683189868408 0.460334861470999 0.863117115327307 1.14779687808733 1.4622924584917 1.31839718215278
219.661 -0.0202996616723054 -0.0536029844885136 0.0954783813198773 0.447478572852302 0.847422270785736 1.13119936771389 1.46829365873175 1.30231651638748
220.256 -0.0241662638956017 -0.0581189868446888 0.111308993766696 0.472593183177198 0.880301976755737 1.092768227623 1.48509701940388 1.28734139639356
220.851 -0.0274528757854036 -0.0345572354211663 0.145641634510735 0.495415587004186 0.904936922618456 1.16380162023316 1.48169633926785 1.33146272308708
221.446 -0.0130497825036249 -0.0425093265266051 0.128623726130405 0.47847319115009 0.926790503625708 1.14028848053744 1.48179635927185 1.29176357947901
222.042 -0.00715321411309809 -0.0187512271745533 0.112001583061245 0.440203308750249 0.936227277242475 1.19284726338668 1.48279655931186 1.29668828336963
222.637 -0.00231996133397774 -0.032201060278814 0.10804392994954 0.418576838748256 0.93404191914175 1.14344991108477 1.46569313862773 1.28513030485083
223.232 0.0194296761720638 -0.0432947182407225 0.125952310280004 0.423460235200319 0.923909804311115 1.15184746097609 1.4369873974795 1.29678878753067
223.827 0.0479458675688739 0.0160023561751424 0.161373305629762 0.475184373131353 0.927684513757823 1.2344398340249 1.48009601920384 1.32955314402745
224.422 0.0664088931851136 -0.0217946200667583 0.130206787375087 0.467709786725135 0.904539584781961 1.17931238885596 1.47339467893579 1.33910103932559
225.017 0.0416626389560174 -0.0478107205968977 0.108538636588503 0.431333466214869 0.872752557862323 1.15905947441217 1.41798359671934 1.31266844497389
225.612 0.0284195263412277 -0.0930689181229138 0.100722271692886 0.399043252940004 0.844740240389391 1.13515115589804 1.40818163632727 1.30714071611707
226.207 -0.00299661672305459 -0.111525623404673 0.0971603838923518 0.383795096671318 0.844541571471143 1.17842323651452 1.37427485497099 1.31477903235559
226.802 0.0243595940067666 -0.102689966620852 0.0953794399920847 0.401136137133745 0.869971193006854 1.15026674570243 1.3499699939988 1.34111112254625
227.397 0.0112131464475592 -0.0837423915177695 0.0866726031463342 0.400438509069165 0.87781861527764 1.19976289270895 1.35937187437488 1.35869935072704
227.991 0.0313194780086999 -0.110151187904968 0.0982487384980706 0.410205301973291 0.868878513956492 1.18069551472041 1.34276855371074 1.34523179314861
228.586 0.021846302561624 -0.108776752405262 0.104877807460176 0.386585608929639 0.846528260653621 1.14088124876507 1.32216443288658 1.35196557193782
229.181 0.0372160463992267 -0.0692126448065973 0.114870881567231 0.368746262706797 0.843746895798152 1.15056312981624 1.33876775355071 1.35447817596365
229.776 0.0633156114064766 -0.0655802081288042 0.113386761650341 0.360275064779749 0.869573855170359 1.14315352697095 1.38127625525105 1.39256925299518
230.371 0.0960850652489125 -0.0502650697035146 0.125754427624419 0.415686665337851 0.858945068044105 1.16439438846078 1.41498299659932 1.37699110803506
230.965 0.104784920251329 -0.0711761240918908 0.136242208370436 0.413195136535778 0.879904638919241 1.1339656194428 1.40618123624725 1.3743779998482
231.56 0.0943450942484292 -0.0666601217357157 0.152963292767389 0.410404624277457 0.88884474024039 1.15332938154515 1.46049209841968 1.38483043259564
232.155 0.109714838086032 -0.0718633418417436 0.159196596418324 0.45355790312936 0.880798649051356 1.15678719620628 1.46719343868774 1.43890167123143
232.749 0.101498308361527 -0.0757903004123306 0.138616800237459 0.448574845525214 0.851097645773319 1.15639201738787 1.47679535907181 1.4239265512375
233.344 0.127017883035283 -0.0600824661299823 0.134758088453547 0.45764401036476 0.849706963345585 1.1468089310413 1.49039807961592 1.41447916010039
233.939 0.150676394393427 -0.0537011584527783 0.148016226377758 0.486047438708391 0.875136584881295 1.19314364750049 1.51570314062813 1.45025864142817
234.533 0.128274528757854 -0.0792263891615943 0.112793113683586 0.490631851704206 0.830138074898182 1.13050780478166 1.51030206041208 1.41950436815205
235.128 0.13494441759304 -0.0582171608089534 0.1246660730187 0.513354594379111 0.843548226879905 1.13623789764869 1.52670534106821 1.43990671284176
235.722 0.146157564040599 -0.0677400353426271 0.136143267042644 0.493621686266693 0.843548226879905 1.15135348745307 1.55841168233647 1.48493257698458
236.317 0.119768003866602 -0.102100922835264 0.122291481151677 0.458042654973091 0.85139564915069 1.10758743331357 1.55271054210842 1.46885191121929
236.911 0.141614306428226 -0.0867857844099744 0.130800435341842 0.468806059398047 0.834111453263137 1.11954159257064 1.58581716343269 1.46794737376999
237.506 0.135234412759787 -0.0610642057726291 0.127535371524686 0.492126768985449 0.839177510678454 1.15244022920371 1.60542108421684 1.51136517133628
238.1 0.145190913484775 -0.0577262909876301 0.153359058078559 0.491728124377118 0.827456044501838 1.17802805769611 1.60632126425285 1.50633996328462
238.694 0.123731271145481 -0.0640094247005694 0.138616800237459 0.476978273868846 0.806595808085825 1.11549100968188 1.59211842368474 1.49769660543578
239.289 0.102464958917351 -0.0636167288435107 0.134560205797962 0.466314530595974 0.797854375682924 1.1186524402292 1.59011802360472 1.5138777753621
239.883 0.104881585306912 -0.066561947771451 0.125754427624419 0.465018935618896 0.810767855369028 1.12270302311796 1.57661532306461 1.53136549938186
240.477 0.107008216529725 -0.0496760259179265 0.135450677748095 0.509766792904126 0.82596602761498 1.12537048014226 1.60482096419284 1.52443071227058
241.072 0.103431609473175 -0.0554682898095425 0.139210448204215 0.5320908909707 0.844342902552896 1.15965224263979 1.62032406481296 1.53759675736591
241.666 0.108168197196713 -0.0773610838405655 0.134362323142377 0.540163444289416 0.839872851892322 1.18731475992887 1.64262852570514 1.53649121159455
242.26 0.0904784920251329 -0.0898291773021794 0.135450677748095 0.543153278851904 0.815535909406973 1.18672199170125 1.62842568513703 1.5299584411274
242.854 0.0522957950700822 -0.109169448262321 0.103789452854457 0.512756627466613 0.797059700009934 1.16617269314365 1.5880176035207 1.52041054582925
243.449 0.0584823586273562 -0.0752994305910073 0.111308993766696 0.529599362168627 0.782457534518725 1.21280379371666 1.59861972394479 1.56101422688662
244.043 0.0521024649589174 -0.0649911643432162 0.108142871277333 0.51674307354993 0.791496970298997 1.21033392610156 1.59001800360072 1.55950666447112
244.637 0.036346060898985 -0.0569408992735127 0.121994657168299 0.513254933227028 0.788616270984405 1.21803991306066 1.58951790358072 1.55196885239364
245.231 0.0255195746737555 -0.0422148046338111 0.130107846047294 0.507075941797887 0.817423264130327 1.24639399328196 1.56101220244049 1.5783009425843
245.825 -0.00889318511358141 -0.0777537796976242 0.118531710695558 0.499501694239585 0.788020264229661 1.2165579924916 1.54930986197239 1.55970767279319
246.419 -0.017109714838086 -0.0754957785195366 0.12654595824676 0.490731512856289 0.779080162908513 1.20470262793914 1.5500100020004 1.54995876917298
