"Wavelength" "min195" "min120" "min90" "min60" "min30" "min15" "min5" "min0"
199.408 -0.447376925562857 -0.114910192599005 0.176271925046301 0.405838454784899 0.424718855770281 0.205125384953806 0.544767950963222 0.0259169778168241
200.004 -0.431326079931057 -0.0929452499458992 0.226604205251117 -0.141900790166813 0.249153837755213 0.064232292124945 0.324649737302977 0.295189984625522
200.6 -0.335451901325003 0.411166414196061 0.430874822965465 0.149034240561896 0.155803035265859 0.468323801143863 0.541922066549912 0.132330331649462
201.196 -0.473230636647636 0.439515256438 0.0912953480771326 0.293349429323968 0.558467081559122 0.0974483062032556 0.765542907180385 0.421480342631232
201.792 -0.829904125821394 -0.528565245617832 -0.144024403529796 -0.186457418788411 -0.18495468937657 0.270897492300924 0.145249562171629 0.136064133538326
202.388 -0.289346116557147 0.142718026401212 -0.129207974724916 -0.133230904302019 0.027295556283437 0.716564012318522 0.308450087565674 0.0664397100812651
202.984 0.159754389744695 0.522397749404891 0.673820677633729 0.48013608428446 0.391855006005022 1.02892652881654 0.718038528896672 0.414012738853503
203.58 -0.657761499515243 0.306427180264012 0.176489813705197 -0.0432396839332748 0.357025876187357 0.390893092828861 0.449430823117338 0.266747199648583
204.176 -0.581600775611333 0.0111447738584722 0.286196753458982 0.646180860403863 0.454743967682061 0.487571491421029 0.263134851138354 0.745991653854601
204.772 -0.183453624905742 -0.137740748755681 0.0709227584704216 0.169227392449517 0.117370892018779 0.204575450945886 0.920753064798599 1.00999341093784
205.368 -0.453517181945492 0.0107119671066868 0.140756073646367 0.135206321334504 0.341631182443498 0.346018477782666 0.464316987740806 0.351197012958489
205.964 -0.475492836367554 0.0258602034191733 0.158296110687439 0.114464442493415 0.337263893438148 0.333589969203696 0.439360770577933 0.367559850647924
206.56 -0.46741355165356 0.0334343215754166 0.151541562261684 0.152875329236172 0.350693307129599 0.32765068191817 0.451401050788091 0.35602899187349
207.155 -0.478293655068405 0.0179614801990911 0.134328358208955 0.174604916593503 0.390763183753685 0.320501539815222 0.44877408056042 0.356468262683945
207.751 -0.479478616826457 -0.00443626920579962 0.123869702581981 0.170324846356453 0.400371219565455 0.329520457545095 0.416046409807356 0.319789150010982
208.347 -0.467628999245933 0.0162302531919498 0.127900642771544 0.188762071992976 0.416093459984714 0.323361196656401 0.424365148861646 0.331320008785416
208.943 -0.484541635247226 -0.00714131140445792 0.132803137596688 0.190737489025461 0.417076100010918 0.290145182578091 0.417140980735552 0.350538106742807
209.538 -0.493590434126899 -0.0218567409651591 0.10208083669245 0.178446005267779 0.420024020089529 0.255609326880774 0.408165499124343 0.336810893916099
210.134 -0.495852633846817 -0.051179398398615 0.0982677851617823 0.164179104477612 0.421661753466536 0.224923009238891 0.40915061295972 0.344388315396442
210.73 -0.481956264138748 -0.052477818653971 0.0860660202636453 0.149582967515364 0.425483131346217 0.218763748350198 0.427977232924693 0.347243575664397
211.325 -0.493374986534525 -0.0618913655053019 0.0784399172023096 0.130048287971905 0.411944535429632 0.205125384953806 0.412981611208406 0.312980452448935
211.921 -0.470752989335344 -0.0796364423285003 0.0663470966336202 0.124341527655838 0.399606943989519 0.215134183897932 0.398533274956217 0.289479464089611
212.516 -0.488096520521383 -0.0969487123999134 0.0566510513127792 0.107330992098332 0.355060596134949 0.170699516058073 0.385398423817863 0.305073577860751
213.112 -0.507163632446407 -0.078229820385198 0.0528379997821113 0.0882352941176471 0.318484550715144 0.17465904091509 0.368651488616462 0.297935427190863
213.707 -0.521706344931595 -0.0877515689244752 0.0510948905109489 0.0928446005267779 0.300251119117808 0.161020677518698 0.358471978984238 0.287173292334724
214.303 -0.532694172142626 -0.0771478035057347 0.0384573482950212 0.103928884986831 0.30090621246861 0.159040915090189 0.359457092819615 0.28014495936745
214.898 -0.492190024776473 -0.0641636009521749 0.0673275955986491 0.0871378402107111 0.312479528332787 0.200505939287286 0.373139229422067 0.292115088952339
215.494 -0.472045674889583 -0.0663276347111015 0.0756073646366706 0.115671641791045 0.354842231684682 0.192036955565332 0.383975481611208 0.311552822314957
216.089 -0.477970483679845 -0.0365721705258602 0.0756073646366706 0.112379280070237 0.368817556501801 0.216893972723273 0.381129597197898 0.32033823852405
216.684 -0.432726489281482 0.0134170093053451 0.11275738097832 0.135974539069359 0.405066055246206 0.231852177738671 0.413091068301226 0.349330112014057
217.28 -0.448346439728536 0.0319194979441679 0.133565747902822 0.129170324846356 0.420460748990064 0.244060712714474 0.393826619964974 0.357895892817922
217.875 -0.488850587094689 -0.0147154295607011 0.101862948033555 0.104477611940299 0.398733486188448 0.212934447866256 0.351138353765324 0.34372940918076
218.47 -0.457395238608209 0.0256438000432807 0.106656498529252 0.153753292361721 0.442297194016814 0.245270567531896 0.396125218914186 0.355479903360422
219.066 -0.450824087040827 0.022181346028998 0.135635690162327 0.140803336259877 0.448848127524839 0.258798944126705 0.388572679509632 0.383812870634746
219.661 -0.43531186038996 0.0404674312919282 0.117550931474017 0.147388059701493 0.417403646686319 0.273717927848658 0.383209281961471 0.386338677794861
220.256 -0.433157384466229 0.0557238692923609 0.152413116897265 0.142449517120281 0.388251992575609 0.271398587769468 0.391199649737303 0.407533494399297
220.851 -0.463104599806097 0.0327851114477386 0.133021026255583 0.110403863037752 0.391090730429086 0.25461944566652 0.384851138353765 0.375247089830881
221.446 -0.451578153614133 0.051828608526293 0.178559755964702 0.122475856014047 0.408232339775085 0.280143796744391 0.418235551663748 0.380957610366791
